Planococcus_citri|XM_065362295.1:112-4719	NC_051127.1_1156704_2107955	55.200	63	28	0	3709	3647	428124	428062	6.741E-02	25
Planococcus_citri|XM_065362295.1:112-4719	NC_051127.1_1156704_2107955	55.200	63	28	0	3709	3647	427142	427080	6.741E-02	25
Vanessa_cardui|XM_047115316.1:60-13040	NC_051127.1_1156704_2107955	18.400	1275	1003	0	103	1377	423738	424967	4.542E-14	76
Leptopilina_boulardi|XM_051301069.1:46-6993	NC_051127.1_1156704_2107955	67.300	51	16	0	5809	5759	150591	150541	3.037E-02	26
Leptopilina_boulardi|XM_051301069.1:46-6993	NC_051127.1_1156704_2107955	67.300	51	16	0	4273	4223	150591	150541	3.037E-02	26
Leptopilina_boulardi|XM_051301069.1:46-6993	NC_051127.1_1156704_2107955	65.200	51	17	0	4585	4535	150591	150541	5.819E-02	25
Galleria_mellonella|XM_026905081.3:68-18064	NC_051127.1_1156704_2107955	26.400	645	474	0	43	687	423687	424331	1.386E-15	81
Galleria_mellonella|XM_026905081.3:68-18064	NC_051127.1_1156704_2107955	35.700	168	105	0	266	99	423904	423740	7.341E-05	36
Bombyx_mori|NM_001113262.1:1-15792	NC_051127.1_1156704_2107955	64.200	81	29	0	15709	15789	432510	432590	2.544E-02	37
Plutella_xylostella|XM_038107387.2:73-13842	NC_051127.1_1156704_2107955	22.200	996	685	0	106	1101	423738	424619	2.518E-18	90
Plutella_xylostella|XM_038107387.2:73-13842	NC_051127.1_1156704_2107955	33.800	138	79	0	2448	2567	428483	428620	6.938E-03	29
Plutella_xylostella|XM_038107387.2:73-13842	NC_051127.1_1156704_2107955	33.800	138	79	0	2448	2567	429466	429603	6.938E-03	29
Plutella_xylostella|XM_038107387.2:73-13842	NC_051127.1_1156704_2107955	37.200	105	54	0	1212	1298	428516	428620	9.327E-02	25
Plutella_xylostella|XM_038107387.2:73-13842	NC_051127.1_1156704_2107955	37.200	105	54	0	1212	1298	429499	429603	9.327E-02	25
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	82.300	2763	489	0	4414	7176	428876	431638	0.000E+00	1560
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	82.500	1752	306	0	1450	3201	425095	426846	1.356E-297	992
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	83.900	1404	226	0	43	1446	423687	425090	3.387E-239	812
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	82.100	981	175	0	3433	4413	427893	428873	7.084E-159	554
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	83.900	912	147	0	7174	8085	431679	432590	3.433E-151	529
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.300	399	27	0	629	1027	424273	424671	1.521E-82	262
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	399	30	0	2105	2503	425750	426148	1.011E-81	260
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.300	399	31	0	6203	6601	430665	431063	1.902E-81	259
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	81.500	492	91	0	5398	5889	427402	427893	5.973E-75	277
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	81.400	492	91	0	4906	5397	426911	427402	7.860E-75	276
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	84.800	399	60	0	2105	2503	430665	431063	3.226E-73	235
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	84.200	399	63	0	6203	6601	425750	426148	1.141E-72	234
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	84.100	399	63	0	629	1027	430665	431063	1.565E-72	233
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	83.700	399	65	0	6203	6601	424273	424671	4.036E-72	232
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	83.400	399	66	0	2105	2503	424273	424671	1.041E-71	231
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	83.200	399	67	0	629	1027	425750	426148	1.428E-71	231
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	88.800	309	34	0	1211	1519	425840	426148	5.279E-59	193
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.500	291	28	0	8084	7794	432589	432299	1.111E-56	186
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	98.300	252	4	0	1057	806	424701	424450	8.439E-54	177
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	80.700	312	60	0	1208	1519	430752	431063	1.093E-52	175
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	95.400	252	12	0	3682	3431	428142	427891	1.127E-51	171
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	95.200	252	12	0	6631	6380	431093	430842	1.332E-51	170
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	79.400	312	64	0	1208	1519	424360	424671	1.372E-51	171
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7573	7322	432078	431827	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7573	7322	431585	431334	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7573	7322	430601	430350	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7573	7322	430109	429858	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7573	7322	427651	427400	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7123	6872	432078	431827	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7123	6872	431585	431334	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7123	6872	430601	430350	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7123	6872	430109	429858	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	7123	6872	427651	427400	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	6139	5888	432078	431827	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	6139	5888	431585	431334	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	6139	5888	430601	430350	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	6139	5888	430109	429858	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	6139	5888	427651	427400	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	5647	5396	432078	431827	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	5647	5396	431585	431334	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	5647	5396	430601	430350	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	5647	5396	430109	429858	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.800	252	13	0	5647	5396	427651	427400	2.508E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.600	252	14	0	2533	2282	426178	425927	3.442E-51	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.200	252	15	0	3025	2774	426670	426419	6.480E-51	168
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.200	252	15	0	2041	1790	425686	425435	6.480E-51	168
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	94.000	252	15	0	3682	3431	427160	426909	1.032E-50	168
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	7573	7322	427160	426909	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	7123	6872	427160	426909	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	6139	5888	427160	426909	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	5647	5396	427160	426909	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	5155	4904	429617	429366	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	5155	4904	428634	428383	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	4174	3923	429617	429366	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	4174	3923	428634	428383	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	3025	2774	425686	425435	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	93.400	252	17	0	2041	1790	426670	426419	2.297E-50	167
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	95.600	249	11	0	4663	4415	429125	428877	5.630E-50	169
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	7573	7322	426670	426419	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	7123	6872	426670	426419	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	6139	5888	426670	426419	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	5647	5396	426670	426419	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	3025	2774	432078	431827	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	3025	2774	431585	431334	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	3025	2774	430601	430350	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	3025	2774	430109	429858	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.800	252	18	0	3025	2774	427651	427400	5.936E-50	166
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7573	7322	425686	425435	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7573	7322	429125	428874	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7573	7322	428142	427891	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7123	6872	425686	425435	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7123	6872	429125	428874	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	7123	6872	428142	427891	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	6139	5888	425686	425435	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	6139	5888	429125	428874	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	6139	5888	428142	427891	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	5647	5396	425686	425435	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	5647	5396	429125	428874	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	5647	5396	428142	427891	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	2041	1790	432078	431827	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	2041	1790	431585	431334	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	2041	1790	430601	430350	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	2041	1790	430109	429858	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	2041	1790	427651	427400	2.104E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	3682	3431	432078	431827	2.441E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	3682	3431	431585	431334	2.441E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	3682	3431	430601	430350	2.441E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	3682	3431	430109	429858	2.441E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.000	252	20	0	3682	3431	427651	427400	2.441E-49	164
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	91.600	252	21	0	1549	1298	426178	425927	3.962E-49	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	91.400	252	22	0	3025	2774	427160	426909	5.437E-49	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.600	252	24	0	2041	1790	427160	426909	1.928E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	7573	7322	429617	429366	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	7573	7322	428634	428383	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	7123	6872	429617	429366	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	7123	6872	428634	428383	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	6139	5888	429617	429366	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	6139	5888	428634	428383	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	5647	5396	429617	429366	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.400	252	24	0	5647	5396	428634	428383	2.645E-48	161
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	5155	4904	432078	431827	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	5155	4904	431585	431334	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	5155	4904	430601	430350	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	5155	4904	430109	429858	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	5155	4904	427651	427400	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	4174	3923	432078	431827	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	4174	3923	431585	431334	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	4174	3923	430601	430350	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	4174	3923	430109	429858	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.200	252	25	0	4174	3923	427651	427400	3.630E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.000	252	25	0	3025	2774	429125	428874	4.981E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.000	252	25	0	3025	2774	428142	427891	4.981E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.000	252	25	0	3682	3431	426670	426419	5.777E-48	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	249	19	0	4663	4415	432078	431830	6.411E-48	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	249	19	0	4663	4415	431585	431337	6.411E-48	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	249	19	0	4663	4415	430601	430353	6.411E-48	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	249	19	0	4663	4415	430109	429861	6.411E-48	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	92.500	249	19	0	4663	4415	427651	427403	6.411E-48	163
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	89.200	252	27	0	2041	1790	429125	428874	1.766E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	89.200	252	27	0	2041	1790	428142	427891	1.766E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	89.200	252	27	0	3682	3431	425686	425435	2.048E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	89.200	252	27	0	3682	3431	429125	428874	2.048E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	88.800	252	28	0	5155	4904	427160	426909	3.326E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	88.800	252	28	0	4174	3923	427160	426909	3.326E-47	158
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	91.100	249	22	0	4663	4415	427160	426912	5.842E-47	160
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	88.400	252	29	0	3025	2774	429617	429366	6.263E-47	157
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	88.400	252	29	0	3025	2774	428634	428383	6.263E-47	157
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.300	246	24	0	2533	2288	432078	431833	6.263E-47	157
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.300	246	24	0	2533	2288	431585	431340	6.263E-47	157
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.300	246	24	0	2533	2288	430601	430356	6.263E-47	157
Manduca_sexta|XM_037438226.1:635-8722	NC_051127.1_1156704_2107955	90.300	246	24	0	2533	2288	430109	429864	6.263E-47	157
